"country","organization","type"
"LAR","AfDB","regional member"
"LAR","AFESD","member"
"LAR","AMF","member"
"LAR","AMU","member"
"LAR","AU","member"
"LAR","BDEAC","member"
"LAR","CAEU","member"
"LAR","COMESA","member"
"LAR","FAO","member"
"LAR","G-77","member"
"LAR","IAEA","member"
"LAR","IBRD","member"
"LAR","ICAO","member"
"LAR","IDA","member"
"LAR","IDB","member"
"LAR","IFAD","List B"
"LAR","IFC","member"
"LAR","IFRCS","member"
"LAR","ILO","member"
"LAR","IMF","member"
"LAR","IMO","member"
"LAR","IMSO","member"
"LAR","Interpol","member"
"LAR","IOC","National Olympic Committee"
"LAR","IOM","member"
"LAR","IPU","member"
"LAR","ISO","member"
"LAR","ITSO","member"
"LAR","ITU","member"
"LAR","LAS","member"
"LAR","MIGA","member"
"LAR","NAM","member"
"LAR","OAPEC","member"
"LAR","OIC","member"
"LAR","OPCW","member"
"LAR","OPEC","member"
"LAR","PCA","member"
"LAR","UN","member"
"LAR","UNCTAD","member"
"LAR","UNESCO","member"
"LAR","UNIDO","member"
"LAR","UNWTO","member"
"LAR","UPU","member"
"LAR","WCO","member"
"LAR","WFTU","member"
"LAR","WHO","member"
"LAR","WIPO","member"
"LAR","WMO","member"
"LAR","WTO","observer"
"LB","ACP","member"
"LB","AfDB","regional member"
"LB","AU","member"
"LB","ECOWAS","member"
"LB","EITI","compliant countries"
"LB","FAO","member"
"LB","G-77","member"
"LB","IAEA","member"
"LB","IBRD","member"
"LB","ICAO","member"
"LB","ICC","having direct member"
"LB","ICCt","state accepting jurisdiction"
"LB","ICJ","accepting compulsory jurisdiction with reservations"
"LB","IDA","member"
"LB","IFAD","List C"
"LB","IFC","member"
"LB","IFRCS","member"
"LB","ILO","member"
"LB","IMF","member"
"LB","IMO","member"
"LB","IMSO","member"
"LB","Interpol","member"
"LB","IOC","National Olympic Committee"
"LB","IOM","member"
"LB","ITU","member"
"LB","ITUC","member"
"LB","MIGA","member"
"LB","NAM","member"
"LB","OPCW","member"
"LB","UN","member"
"LB","UNCTAD","member"
"LB","UNESCO","member"
"LB","UNIDO","member"
"LB","UNWTO","member"
"LB","UPU","member"
"LB","WCO","member"
"LB","WFTU","member"
"LB","WHO","member"
"LB","WIPO","member"
"LB","WMO","member"
"LB","WTO","observer"
"LS","ACP","member"
"LS","AfDB","regional member"
"LS","AU","member"
"LS","C","member"
"LS","CD","signatory"
"LS","FAO","member"
"LS","G-77","member"
"LS","IAEA","member"
"LS","IBRD","member"
"LS","ICAO","member"
"LS","ICCt","state accepting jurisdiction"
"LS","ICJ","accepting compulsory jurisdiction with reservations"
"LS","IDA","member"
"LS","IFAD","List C"
"LS","IFC","member"
"LS","IFRCS","member"
"LS","ILO","member"
"LS","IMF","member"
"LS","Interpol","member"
"LS","IOC","National Olympic Committee"
"LS","IOM","member"
"LS","IPU","member"
"LS","ITU","member"
"LS","MIGA","member"
"LS","NAM","member"
"LS","OPCW","member"
"LS","SACU","member"
"LS","SADC","member"
"LS","UN","member"
"LS","UNAMID","member"
"LS","UNCTAD","member"
"LS","UNESCO","member"
"LS","UNHCR","member"
"LS","UNIDO","member"
"LS","UNWTO","member"
"LS","UPU","member"
"LS","WCO","member"
"LS","WFTU","member"
"LS","WHO","member"
"LS","WIPO","member"
"LS","WMO","member"
"LS","WTO","member"
"LT","AG","member"
"LT","BA","member"
"LT","BIS","member"
"LT","CBSS","member"
"LT","CD","signatory"
"LT","CE","member"
"LT","EAPC","member"
"LT","EBRD","member"
"LT","EIB","member"
"LT","EU","member"
"LT","FAO","member"
"LT","IAEA","member"
"LT","IBRD","member"
"LT","ICAO","member"
"LT","ICC","national committee"
"LT","ICCt","state accepting jurisdiction"
"LT","ICJ","accepting compulsory jurisdiction with reservations"
"LT","IDA","member"
"LT","IFC","member"
"LT","IFRCS","member"
"LT","ILO","member"
"LT","IMF","member"
"LT","IMO","member"
"LT","Interpol","member"
"LT","IOC","National Olympic Committee"
"LT","IOM","member"
"LT","IPU","member"
"LT","ISO","member"
"LT","ITU","member"
"LT","ITUC","member"
"LT","MIGA","member"
"LT","NATO","member"
"LT","NC","observer"
"LT","NIB","member"
"LT","NSG","member"
"LT","OAS","observer"
"LT","OIF","observer"
"LT","OPCW","member"
"LT","OSCE","member"
"LT","PCA","member"
"LT","UN","member"
"LT","UNCTAD","member"
"LT","UNESCO","member"
"LT","UNIDO","member"
"LT","UNSC","nonpermanent member"
"LT","UNWTO","member"
"LT","UPU","member"
"LT","WCO","member"
"LT","WHO","member"
"LT","WIPO","member"
"LT","WMO","member"
"LT","WTO","member"
"LV","AG","member"
"LV","BA","member"
"LV","BIS","member"
"LV","CBSS","member"
"LV","CD","signatory"
"LV","CE","member"
"LV","EAPC","member"
"LV","EBRD","member"
"LV","ECB","member"
"LV","EIB","member"
"LV","EMU","member"
"LV","EU","member"
"LV","FAO","member"
"LV","IAEA","member"
"LV","IBRD","member"
"LV","ICAO","member"
"LV","ICC","having direct member"
"LV","ICCt","state accepting jurisdiction"
"LV","IDA","member"
"LV","IFC","member"
"LV","IFRCS","member"
"LV","IHO","member"
"LV","ILO","member"
"LV","IMF","member"
"LV","IMO","member"
"LV","IMSO","member"
"LV","Interpol","member"
"LV","IOC","National Olympic Committee"
"LV","IOM","member"
"LV","IPU","member"
"LV","ISO","member"
"LV","ITU","member"
"LV","ITUC","member"
"LV","MIGA","member"
"LV","NATO","member"
"LV","NC","observer"
"LV","NIB","member"
"LV","NSG","member"
"LV","OAS","observer"
"LV","OIF","observer"
"LV","OPCW","member"
"LV","OSCE","member"
"LV","PCA","member"
"LV","UN","member"
"LV","UNCTAD","member"
"LV","UNESCO","member"
"LV","UPU","member"
"LV","WCO","member"
"LV","WHO","member"
"LV","WIPO","member"
"LV","WMO","member"
"LV","WTO","member"
"M","AG","member"
"M","C","member"
"M","CD","signatory"
"M","CE","member"
"M","EAPC","member"
"M","EBRD","member"
"M","ECB","member"
"M","EIB","member"
"M","EMU","member"
"M","EU","member"
"M","FAO","member"
"M","IAEA","member"
"M","IBRD","member"
"M","ICAO","member"
"M","ICC","having direct member"
"M","ICCt","state accepting jurisdiction"
"M","ICJ","accepting compulsory jurisdiction with reservations"
"M","IFAD","List C"
"M","IFC","member"
"M","IFRCS","member"
"M","ILO","member"
"M","IMF","member"
"M","IMO","member"
"M","IMSO","member"
"M","Interpol","member"
"M","IOC","National Olympic Committee"
"M","IOM","member"
"M","IPU","member"
"M","ISO","member"
"M","ITSO","member"
"M","ITU","member"
"M","ITUC","member"
"M","MIGA","member"
"M","NSG","member"
"M","OAS","observer"
"M","OPCW","member"
"M","OSCE","member"
"M","PCA","member"
"M","PFP","member"
"M","UN","member"
"M","UNCTAD","member"
"M","UNESCO","member"
"M","UNIDO","member"
"M","UNWTO","member"
"M","UPU","member"
"M","WCO","member"
"M","WHO","member"
"M","WIPO","member"
"M","WMO","member"
"M","WTO","member"
"MA","ABEDA","member"
"MA","AfDB","regional member"
"MA","AFESD","member"
"MA","AMF","member"
"MA","AMU","member"
"MA","CAEU","member"
"MA","CD","signatory"
"MA","EBRD","member"
"MA","FAO","member"
"MA","G-11","member"
"MA","G-77","member"
"MA","IAEA","member"
"MA","IBRD","member"
"MA","ICAO","member"
"MA","ICC","national committee"
"MA","IDA","member"
"MA","IDB","member"
"MA","IFAD","List C"
"MA","IFC","member"
"MA","IFRCS","member"
"MA","IHO","member"
"MA","ILO","member"
"MA","IMF","member"
"MA","IMO","member"
"MA","IMSO","member"
"MA","Interpol","member"
"MA","IOC","National Olympic Committee"
"MA","IOM","member"
"MA","IPU","member"
"MA","ISO","member"
"MA","ITSO","member"
"MA","ITU","member"
"MA","ITUC","member"
"MA","LAS","member"
"MA","MIGA","member"
"MA","MONUSCO","member"
"MA","NAM","member"
"MA","OAS","observer"
"MA","OIC","member"
"MA","OIF","member"
"MA","OPCW","member"
"MA","PCA","member"
"MA","UN","member"
"MA","UNCTAD","member"
"MA","UNESCO","member"
"MA","UNHCR","member"
"MA","UNIDO","member"
"MA","UNOCI","member"
"MA","UNWTO","member"
"MA","UPU","member"
"MA","WCO","member"
"MA","WHO","member"
"MA","WIPO","member"
"MA","WMO","member"
"MA","WTO","member"
"MAC","ICC","national committee"
"MAC","IMF","member"
"MAC","IMO","associate member"
"MAC","Interpol","subbureau"
"MAC","ISO","correspondent member"
"MAC","UNESCO","associate member"
"MAC","UNWTO","associate member"
"MAC","UPU","member"
"MAC","WCO","member"
"MAC","WTO","member"
"MAL","ADB","member"
"MAL","APEC","member"
"MAL","ARF","member"
"MAL","ASEAN","member"
"MAL","BIS","member"
"MAL","C","member"
"MAL","CICA","observer"
"MAL","CP","member"
"MAL","D-8","member"
"MAL","EAS","member"
"MAL","FAO","member"
"MAL","G-15","member"
"MAL","G-77","member"
"MAL","IAEA","member"
"MAL","IBRD","member"
"MAL","ICAO","member"
"MAL","ICC","national committee"
"MAL","IDA","member"
"MAL","IDB","member"
"MAL","IFAD","List C"
"MAL","IFC","member"
"MAL","IFRCS","member"
"MAL","IHO","member"
"MAL","ILO","member"
"MAL","IMF","member"
"MAL","IMO","member"
"MAL","IMSO","member"
"MAL","Interpol","member"
"MAL","IOC","National Olympic Committee"
"MAL","IPU","member"
"MAL","ISO","member"
"MAL","ITSO","member"
"MAL","ITU","member"
"MAL","ITUC","member"
"MAL","MIGA","member"
"MAL","MINURSO","member"
"MAL","MONUSCO","member"
"MAL","NAM","member"
"MAL","OIC","member"
"MAL","OPCW","member"
"MAL","PCA","member"
"MAL","PIF","partner"
"MAL","UN","member"
"MAL","UNAMID","member"
"MAL","UNCTAD","member"
"MAL","UNESCO","member"
"MAL","UNIDO","member"
"MAL","UNIFIL","member"
"MAL","UNMIL","member"
"MAL","UNMIT","member"
"MAL","UNWTO","member"
"MAL","UPU","member"
"MAL","WCO","member"
"MAL","WFTU","member"
"MAL","WHO","member"
"MAL","WIPO","member"
"MAL","WMO","member"
"MAL","WTO","member"
"MC","CD","signatory"
"MC","CE","member"
"MC","FAO","member"
"MC","IAEA","member"
"MC","ICAO","member"
"MC","ICC","national committee"
"MC","IFRCS","member"
"MC","IHO","member"
"MC","IMO","member"
"MC","IMSO","member"
"MC","Interpol","member"
"MC","IOC","National Olympic Committee"
"MC","IPU","member"
"MC","ITSO","member"
"MC","ITU","member"
"MC","OAS","observer"
"MC","OIF","member"
"MC","OPCW","member"
"MC","OSCE","member"
"MC","UN","member"
"MC","UNCTAD","member"
"MC","UNESCO","member"
"MC","UNIDO","member"
"MC","UNWTO","member"
"MC","UPU","member"
"MC","WHO","member"
"MC","WIPO","member"
"MC","WMO","member"
"MD","BSEC","member"
"MD","CD","signatory"
"MD","CE","member"
"MD","CEI","member"
"MD","CIS","member"
"MD","EAPC","member"
"MD","EBRD","member"
"MD","EU","candidate"
"MD","EurasEC","observer"
"MD","FAO","member"
"MD","GCTU","member"
"MD","GUAM","member"
"MD","IAEA","member"
"MD","IBRD","member"
"MD","ICAO","member"
"MD","ICC","having direct member"
"MD","ICCt","state accepting jurisdiction"
"MD","IDA","member"
"MD","IFAD","List C"
"MD","IFC","member"
"MD","IFRCS","member"
"MD","ILO","member"
"MD","IMF","member"
"MD","IMO","member"
"MD","Interpol","member"
"MD","IOC","National Olympic Committee"
"MD","IOM","member"
"MD","IPU","member"
"MD","ISO","correspondent member"
"MD","ITU","member"
"MD","ITUC","member"
"MD","MIGA","member"
"MD","OIF","member"
"MD","OPCW","member"
"MD","OSCE","member"
"MD","PFP","member"
"MD","SELEC","member"
"MD","UN","member"
"MD","UNCTAD","member"
"MD","UNESCO","member"
"MD","UNHCR","member"
"MD","UNIDO","member"
"MD","UNMIL","member"
"MD","UNMISS","member"
"MD","UNOCI","member"
"MD","UNWTO","member"
"MD","UPU","member"
"MD","WCO","member"
"MD","WHO","member"
"MD","WIPO","member"
"MD","WMO","member"
"MD","WTO","member"
"MEX","AG","member"
"MEX","APEC","member"
"MEX","BCIE","nonregional member"
"MEX","BIS","member"
"MEX","Caricom","observer"
"MEX","CD","signatory"
"MEX","CDB","regional member"
"MEX","CE","observer"
"MEX","CELAC","member"
"MEX","EBRD","member"
"MEX","FAO","member"
"MEX","FATF","member"
"MEX","G-15","member"
"MEX","G-20","member"
"MEX","G-24","member"
"MEX","G-3","member"
"MEX","IADB","member"
"MEX","IAEA","member"
"MEX","IBRD","member"
"MEX","ICAO","member"
"MEX","ICC","national committee"
"MEX","ICCt","state accepting jurisdiction"
"MEX","ICJ","accepting compulsory jurisdiction with reservations"
"MEX","IDA","member"
"MEX","IFAD","List C"
"MEX","IFC","member"
"MEX","IFRCS","member"
"MEX","IHO","member"
"MEX","ILO","member"
"MEX","IMF","member"
"MEX","IMO","member"
"MEX","IMSO","member"
"MEX","Interpol","member"
"MEX","IOC","National Olympic Committee"
"MEX","IOM","member"
"MEX","IPU","member"
"MEX","ISO","member"
"MEX","ITSO","member"
"MEX","ITU","member"
"MEX","ITUC","member"
"MEX","LAES","member"
"MEX","LAIA","member"
"MEX","MIGA","member"
"MEX","NAFTA","member"
"MEX","NAM","observer"
"MEX","NEA","member"
"MEX","NSG","member"
"MEX","OAS","member"
"MEX","OECD","member"
"MEX","OPANAL","member"
"MEX","OPCW","member"
"MEX","PCA","member"
"MEX","SICA","observer"
"MEX","UN","member"
"MEX","UNASUR","observer"
"MEX","UNCTAD","member"
"MEX","UNESCO","member"
"MEX","UNHCR","member"
"MEX","UNIDO","member"
"MEX","UNWTO","member"
"MEX","UPU","member"
"MEX","WCO","member"
"MEX","WFTU","member"
"MEX","WHO","member"
"MEX","WIPO","member"
"MEX","WMO","member"
"MEX","WTO","member"
"MH","ACP","member"
"MH","ADB","member"
"MH","AOSIS","member"
"MH","FAO","member"
"MH","G-77","member"
"MH","IAEA","member"
"MH","IBRD","member"
"MH","ICAO","member"
"MH","ICCt","state accepting jurisdiction"
"MH","ICJ","accepting compulsory jurisdiction with reservations"
"MH","IDA","member"
"MH","IFAD","List C"
"MH","IFC","member"
"MH","ILO","member"
"MH","IMF","member"
"MH","IMO","member"
"MH","IMSO","member"
"MH","Interpol","member"
"MH","IOC","National Olympic Committee"
"MH","ITU","member"
"MH","OPCW","member"
"MH","PIF","member"
"MH","Sparteca","member"
"MH","SPC","member"
"MH","UN","member"
"MH","UNCTAD","member"
"MH","UNESCO","member"
"MH","WHO","member"
"MK","BIS","member"
"MK","CD","signatory"
"MK","CE","member"
"MK","CEI","member"
"MK","EAPC","member"
"MK","EBRD","member"
"MK","EU","candidate"
"MK","FAO","member"
"MK","IAEA","member"
"MK","IBRD","member"
"MK","ICAO","member"
"MK","ICC","having direct member"
"MK","ICCt","state accepting jurisdiction"
"MK","IDA","member"
"MK","IFAD","List C"
"MK","IFC","member"
"MK","IFRCS","member"
"MK","ILO","member"
"MK","IMF","member"
"MK","IMO","member"
"MK","Interpol","member"
"MK","IOC","National Olympic Committee"
"MK","IOM","observer"
"MK","IPU","member"
"MK","ISO","member"
"MK","ITU","member"
"MK","ITUC","member"
"MK","MIGA","member"
"MK","NATO","member"
"MK","OAS","observer"
"MK","OIF","member"
"MK","OPCW","member"
"MK","OSCE","member"
"MK","PCA","member"
"MK","PFP","member"
"MK","SELEC","member"
"MK","UN","member"
"MK","UNCTAD","member"
"MK","UNESCO","member"
"MK","UNHCR","member"
"MK","UNIDO","member"
"MK","UNIFIL","member"
"MK","UNWTO","member"
"MK","UPU","member"
"MK","WCO","member"
"MK","WHO","member"
"MK","WIPO","member"
"MK","WMO","member"
"MK","WTO","member"
"MNE","CD","signatory"
"MNE","CE","member"
"MNE","CEI","member"
"MNE","EAPC","member"
"MNE","EBRD","member"
"MNE","EU","candidate"
"MNE","FAO","member"
"MNE","IAEA","member"
"MNE","IBRD","member"
"MNE","ICAO","member"
"MNE","ICC","having direct member"
"MNE","ICCt","state accepting jurisdiction"
"MNE","IDA","member"
"MNE","IFC","member"
"MNE","IFRCS","member"
"MNE","IHO","member"
"MNE","ILO","member"
"MNE","IMF","member"
"MNE","IMO","member"
"MNE","IMSO","member"
"MNE","Interpol","member"
"MNE","IOC","National Olympic Committee"
"MNE","IOM","member"
"MNE","IPU","member"
"MNE","ISO","correspondent member"
"MNE","ITSO","member"
"MNE","ITU","member"
"MNE","ITUC","member"
"MNE","MIGA","member"
"MNE","NAM","observer"
"MNE","NATO","member"
"MNE","OIF","observer"
"MNE","OPCW","member"
"MNE","OSCE","member"
"MNE","PCA","member"
"MNE","PFP","member"
"MNE","SELEC","member"
"MNE","UN","member"
"MNE","UNCTAD","member"
"MNE","UNESCO","member"
"MNE","UNHCR","member"
"MNE","UNIDO","member"
"MNE","UNMIL","member"
"MNE","UNWTO","member"
"MNE","UPU","member"
"MNE","WCO","member"
"MNE","WHO","member"
"MNE","WIPO","member"
"MNE","WMO","member"
"MNE","WTO","member"
"MNG","ADB","member"
"MNG","ARF","member"
"MNG","CD","signatory"
"MNG","CICA","member"
"MNG","CP","member"
"MNG","EBRD","member"
"MNG","EITI","compliant countries"
"MNG","FAO","member"
"MNG","G-77","member"
"MNG","IAEA","member"
"MNG","IBRD","member"
"MNG","ICAO","member"
"MNG","ICC","having direct member"
"MNG","ICCt","state accepting jurisdiction"
"MNG","IDA","member"
"MNG","IFAD","List C"
"MNG","IFC","member"
"MNG","IFRCS","member"
"MNG","ILO","member"
"MNG","IMF","member"
"MNG","IMO","member"
"MNG","IMSO","member"
"MNG","Interpol","member"
"MNG","IOC","National Olympic Committee"
"MNG","IOM","member"
"MNG","IPU","member"
"MNG","ISO","member"
"MNG","ITSO","member"
"MNG","ITU","member"
"MNG","ITUC","member"
"MNG","MIGA","member"
"MNG","MINURSO","member"
"MNG","MONUSCO","member"
"MNG","NAM","member"
"MNG","OPCW","member"
"MNG","OSCE","member"
"MNG","SCO","observer"
"MNG","UN","member"
"MNG","UNAMID","member"
"MNG","UNCTAD","member"
"MNG","UNESCO","member"
"MNG","UNIDO","member"
"MNG","UNISFA","member"
"MNG","UNMISS","member"
"MNG","UNWTO","member"
"MNG","UPU","member"
"MNG","WCO","member"
"MNG","WHO","member"
"MNG","WIPO","member"
"MNG","WMO","member"
"MNG","WTO","member"
"MNTS","Caricom","member"
"MNTS","CDB","regional member"
"MNTS","Interpol","subbureau"
"MNTS","OECS","member"
"MNTS","UPU","member"
"MOC","ACP","member"
"MOC","AfDB","regional member"
"MOC","AU","member"
"MOC","C","member"
"MOC","CD","signatory"
"MOC","CPLP","member"
"MOC","EITI","compliant countries"
"MOC","FAO","member"
"MOC","G-77","member"
"MOC","IAEA","member"
"MOC","IBRD","member"
"MOC","ICAO","member"
"MOC","ICC","having direct member"
"MOC","IDA","member"
"MOC","IDB","member"
"MOC","IFAD","List C"
"MOC","IFC","member"
"MOC","IFRCS","member"
"MOC","IHO","member"
"MOC","ILO","member"
"MOC","IMF","member"
"MOC","IMO","member"
"MOC","IMSO","member"
"MOC","Interpol","member"
"MOC","IOC","National Olympic Committee"
"MOC","IOM","member"
"MOC","IPU","member"
"MOC","ISO","correspondent member"
"MOC","ITSO","member"
"MOC","ITU","member"
"MOC","ITUC","member"
"MOC","MIGA","member"
"MOC","NAM","member"
"MOC","OIC","member"
"MOC","OIF","observer"
"MOC","OPCW","member"
"MOC","SADC","member"
"MOC","UN","member"
"MOC","UNCTAD","member"
"MOC","UNESCO","member"
"MOC","UNHCR","member"
"MOC","UNIDO","member"
"MOC","UNWTO","member"
"MOC","UPU","member"
"MOC","WCO","member"
"MOC","WFTU","member"
"MOC","WHO","member"
"MOC","WIPO","member"
"MOC","WMO","member"
"MOC","WTO","member"
"MP","SPC","member"
"MP","UPU","member"
"MQ","UPU","member"
"MQ","WFTU","member"
"MS","ACP","member"
"MS","AfDB","regional member"
"MS","AOSIS","member"
"MS","AU","member"
"MS","C","member"
"MS","CD","signatory"
"MS","COMESA","member"
"MS","CPLP","associate observer"
"MS","FAO","member"
"MS","G-77","member"
"MS","IAEA","member"
"MS","IBRD","member"
"MS","ICAO","member"
"MS","ICC","having direct member"
"MS","ICCt","state accepting jurisdiction"
"MS","ICJ","accepting compulsory jurisdiction with reservations"
"MS","IDA","member"
"MS","IFAD","List C"
"MS","IFC","member"
"MS","IFRCS","member"
"MS","IHO","member"
"MS","ILO","member"
"MS","IMF","member"
"MS","IMO","member"
"MS","IMSO","member"
"MS","InOC","member"
"MS","Interpol","member"
"MS","IOC","National Olympic Committee"
"MS","IOM","member"
"MS","IPU","member"
"MS","ISO","member"
"MS","ITSO","member"
"MS","ITU","member"
"MS","ITUC","member"
"MS","MIGA","member"
"MS","NAM","member"
"MS","OIF","member"
"MS","OPCW","member"
"MS","PCA","member"
"MS","SAARC","observer"
"MS","SADC","member"
"MS","UN","member"
"MS","UNCTAD","member"
"MS","UNESCO","member"
"MS","UNIDO","member"
"MS","UNWTO","member"
"MS","UPU","member"
"MS","WCO","member"
"MS","WFTU","member"
"MS","WHO","member"
"MS","WIPO","member"
"MS","WMO","member"
"MS","WTO","member"
"MV","ADB","member"
"MV","AOSIS","member"
"MV","C","member"
"MV","CP","member"
"MV","FAO","member"
"MV","G-77","member"
"MV","IBRD","member"
"MV","ICAO","member"
"MV","ICCt","state accepting jurisdiction"
"MV","IDA","member"
"MV","IDB","member"
"MV","IFAD","List C"
"MV","IFC","member"
"MV","IFRCS","member"
"MV","ILO","member"
"MV","IMF","member"
"MV","IMO","member"
"MV","Interpol","member"
"MV","IOC","National Olympic Committee"
"MV","IOM","member"
"MV","IPU","member"
"MV","ITU","member"
"MV","MIGA","member"
"MV","NAM","member"
"MV","OIC","member"
"MV","OPCW","member"
"MV","SAARC","member"
"MV","SACEP","member"
"MV","UN","member"
"MV","UNCTAD","member"
"MV","UNESCO","member"
"MV","UNIDO","member"
"MV","UNWTO","member"
"MV","UPU","member"
"MV","WCO","member"
"MV","WHO","member"
"MV","WIPO","member"
"MV","WMO","member"
"MV","WTO","member"
"MW","ACP","member"
"MW","AfDB","regional member"
"MW","AU","member"
"MW","C","member"
"MW","CD","signatory"
"MW","COMESA","member"
"MW","FAO","member"
"MW","G-77","member"
"MW","IAEA","member"
"MW","IBRD","member"
"MW","ICAO","member"
"MW","ICCt","state accepting jurisdiction"
"MW","ICJ","accepting compulsory jurisdiction with reservations"
"MW","IDA","member"
"MW","IFAD","List C"
"MW","IFC","member"
"MW","IFRCS","member"
"MW","ILO","member"
"MW","IMF","member"
"MW","IMO","member"
"MW","Interpol","member"
"MW","IOC","National Olympic Committee"
"MW","IOM","member"
"MW","IPU","member"
"MW","ISO","member"
"MW","ITSO","member"
"MW","ITU","member"
"MW","ITUC","member"
"MW","MIGA","member"
"MW","MINURSO","member"
"MW","MONUSCO","member"
"MW","NAM","member"
"MW","OPCW","member"
"MW","SADC","member"
"MW","UN","member"
"MW","UNAMID","member"
"MW","UNCTAD","member"
"MW","UNESCO","member"
"MW","UNIDO","member"
"MW","UNOCI","member"
"MW","UNWTO","member"
"MW","UPU","member"
"MW","WCO","member"
"MW","WFTU","member"
"MW","WHO","member"
"MW","WIPO","member"
"MW","WMO","member"
"MW","WTO","member"
"MYA","ADB","member"
"MYA","ARF","member"
"MYA","ASEAN","member"
"MYA","BIMSTEC","member"
"MYA","CP","member"
"MYA","EAS","member"
"MYA","FAO","member"
"MYA","G-77","member"
"MYA","IAEA","member"
"MYA","IBRD","member"
"MYA","ICAO","member"
"MYA","ICC","having direct member"
"MYA","IDA","member"
"MYA","IFAD","List C"
"MYA","IFC","member"
"MYA","IFRCS","member"
"MYA","IHO","member"
"MYA","ILO","member"
"MYA","IMF","member"
"MYA","IMO","member"
"MYA","Interpol","member"
"MYA","IOC","National Olympic Committee"
"MYA","IOM","member"
"MYA","IPU","member"
"MYA","ISO","correspondent member"
"MYA","ITU","member"
"MYA","ITUC","member"
"MYA","NAM","member"
"MYA","OPCW","signatory state"
"MYA","SAARC","observer"
"MYA","UN","member"
"MYA","UNCTAD","member"
"MYA","UNESCO","member"
"MYA","UNIDO","member"
"MYA","UNWTO","member"
"MYA","UPU","member"
"MYA","WCO","member"
"MYA","WHO","member"
"MYA","WIPO","member"
"MYA","WMO","member"
"MYA","WTO","member"
"MYT","UPU","member"
"N","ADB","nonregional member"
"N","AfDB","nonregional member"
"N","AG","member"
"N","BIS","member"
"N","CBSS","member"
"N","CD","signatory"
"N","CE","member"
"N","CERN","member"
"N","EAPC","member"
"N","EBRD","member"
"N","EFTA","member"
"N","EITI","stake holder"
"N","ESA","member"
"N","FAO","member"
"N","FATF","member"
"N","IADB","member"
"N","IAEA","member"
"N","IBRD","member"
"N","ICAO","member"
"N","ICC","national committee"
"N","ICCt","state accepting jurisdiction"
"N","ICJ","accepting compulsory jurisdiction with reservations"
"N","IDA","member"
"N","IEA","member"
"N","IFAD","List A"
"N","IFC","member"
"N","IFRCS","member"
"N","IGAD","partner"
"N","IHO","member"
"N","ILO","member"
"N","IMF","member"
"N","IMO","member"
"N","IMSO","member"
"N","Interpol","member"
"N","IOC","National Olympic Committee"
"N","IOM","member"
"N","IPU","member"
"N","ISO","member"
"N","ITSO","member"
"N","ITU","member"
"N","ITUC","member"
"N","MIGA","member"
"N","NATO","member"
"N","NC","member"
"N","NEA","member"
"N","NIB","member"
"N","NSG","member"
"N","OAS","observer"
"N","OECD","member"
"N","OPCW","member"
"N","OSCE","member"
"N","PCA","member"
"N","UN","member"
"N","UNCTAD","member"
"N","UNESCO","member"
"N","UNHCR","member"
"N","UNIDO","member"
"N","UNITAR","member"
"N","UNMISS","member"
"N","UNRWA","member"
"N","UNTSO","member"
"N","UNWTO","member"
"N","UPU","member"
"N","WCO","member"
"N","WHO","member"
"N","WIPO","member"
"N","WMO","member"
"N","WTO","member"
"N","ZC","member"
"NAM","ACP","member"
"NAM","AfDB","regional member"
"NAM","AU","member"
"NAM","C","member"
"NAM","CD","signatory"
"NAM","FAO","member"
"NAM","G-77","member"
"NAM","IAEA","member"
"NAM","IBRD","member"
"NAM","ICAO","member"
"NAM","ICCt","state accepting jurisdiction"
"NAM","IFAD","List C"
"NAM","IFC","member"
"NAM","IFRCS","member"
"NAM","ILO","member"
"NAM","IMF","member"
"NAM","IMO","member"
"NAM","Interpol","member"
"NAM","IOC","National Olympic Committee"
"NAM","IOM","member"
"NAM","IPU","member"
"NAM","ISO","member"
"NAM","ITSO","member"
"NAM","ITU","member"
"NAM","ITUC","member"
"NAM","MIGA","member"
"NAM","NAM","member"
"NAM","OPCW","member"
"NAM","SACU","member"
"NAM","SADC","member"
"NAM","UN","member"
"NAM","UNAMID","member"
"NAM","UNCTAD","member"
"NAM","UNESCO","member"
"NAM","UNHCR","member"
"NAM","UNIDO","member"
"NAM","UNISFA","member"
"NAM","UNMIL","member"
"NAM","UNMISS","member"
"NAM","UNOCI","member"
"NAM","UNWTO","member"
"NAM","UPU","member"
"NAM","WCO","member"
"NAM","WHO","member"
"NAM","WIPO","member"
"NAM","WMO","member"
"NAM","WTO","member"
"NAU","ACP","member"
"NAU","ADB","member"
"NAU","AOSIS","member"
"NAU","C","member"
"NAU","FAO","member"
"NAU","G-77","member"
"NAU","ICAO","member"
"NAU","ICCt","state accepting jurisdiction"
"NAU","IFAD","List C"
"NAU","Interpol","member"
"NAU","IOC","National Olympic Committee"
"NAU","IOM","member"
"NAU","ITU","member"
"NAU","OPCW","member"
"NAU","PIF","member"
"NAU","Sparteca","member"
"NAU","SPC","member"
"NAU","UN","member"
"NAU","UNCTAD","member"
"NAU","UNESCO","member"
"NAU","UPU","member"
"NAU","WHO","member"
"NCL","ITUC","member"
"NCL","PIF","associate member"
"NCL","SPC","member"
"NCL","UPU","member"
"NCL","WFTU","member"
"NEP","ADB","member"
"NEP","BIMSTEC","member"
"NEP","CD","signatory"
"NEP","CP","member"
"NEP","FAO","member"
"NEP","G-77","member"
